,내용,별점,재구매,한달사용기,종류,년,월,일
3780,솔이작고잘닦여서좋네요,5,0,0,2,2020,5,14
3781,tyruryiutyituikgjkuiyiuuyiyuiu,3,0,0,2,2020,5,14
3782,배송도 빠르고 좋아요....,5,0,0,3,2020,5,14
3783,사용 후 좋아서 재구매 합니다,5,0,0,7,2020,5,14
3784,시원하게 잘 닦이는 기분이 드네요,4,0,0,2,2020,5,14
3785,기분상 시원하니 잘 닦이는 거 같아요,5,0,0,2,2020,5,14
3786, 로 양치질이 깨깨끗하게 되고 치아에 좋은 것 같아요,5,0,0,2,2020,5,14
3787,항상구매해요~몇번째인지모르겠네요~ㅋ,5,0,0,1,2020,5,14
3788,한번 써보고 매번 이 칫솔만 구매합니다,5,0,0,1,2020,5,14
3789,항상 이제품만 사용하고있습니다 다쓰면 재구매핳게요,5,0,0,1,2020,5,14
3790,칫솔이 단단해서 양치가 잘되는거 같다고 아버지께서 말씀하시네요😆 다쓰면 재주문할게용,5,0,0,1,2020,5,14
3791,항상  여기서 구매해요,5,1,0,4,2020,5,14
3792,가성비 짱입니다. 저렴하지만 고급스러워요~ 애들도 만족~,5,1,1,2,2020,5,14
3793,괜찮은 제품입니다.,4,0,1,6,2020,5,14
3794,처음 구입하였습니다. 배송 감사합니다.,4,0,0,0,2020,5,15
3795,좋아요 얇고 좋네용,5,0,0,1,2020,5,15
3796,항상이거쓰고잇어요 만족해요 배송속도도,5,0,0,1,2020,5,15
3797,늘 쓰는 제품이에요 역시나 좋아요~빠른배송도 짱!,5,0,0,2,2020,5,15
3798,좋은 제품이에여~ 재구매합니다,5,0,0,2,2020,5,15
3799,일반형 썻는데 이번엔 고급형으로 구입했어요 사용해보고 정착하려구요,4,1,0,2,2020,5,15
3800,항상 잘 사용하고있습니다,5,0,0,2,2020,5,15
3801,배송빠르게 잘받았어요,5,0,0,1,2020,5,15
3802,방금 사용했는데 구석구석 잘 닦이는 느낌이고 정말 개운하네요!,5,0,0,2,2020,5,15
3803,좋은 제품이라 시기에 맞취 바꿔져여,5,0,0,1,2020,5,15
3804,잘 사 용하겠습니다,5,0,0,1,2020,5,15
3805,항상 쓰고있어서 이번에도 구입했어요,5,0,0,2,2020,5,15
3806,빠른배송 감사합니다,5,0,0,2,2020,5,15
3807,배송 빠르고 항상쓰던거애요 싸게구입잘햇습니다,5,0,0,1,2020,5,15
3808,미세모지만 비교적 단단해서 양치하기 좋았습니다,4,0,0,7,2020,5,15
3809,칫솔이물질 먼가요 찝찝하게......,3,1,0,4,2020,5,15
3810,모가 부드럽고 사용감이 좋아요.  두고두고 잘 사용할것같아요.,5,0,1,2,2020,5,15
3811,세번째구매에요 너무만족해서 주변에 나눠주는데 다들 좋아함니당,5,1,0,2,2020,5,15
3812,좋아요좋아요좋아요좋아요좋아요좋아요좋아요 좋아요좋아요좋아요좋아요좋아요좋아요 좋아요좋아요좋아요좋아요좋아요좋아요,4,0,0,7,2020,5,15
3813,좋아요좋아요좋아요좋아요좋아요좋아요좋아요 좋아요좋아요좋아요좋아요좋아요좋아요 좋아요좋아요좋아요좋아요좋아요좋아요,4,0,0,7,2020,5,15
3814,항상쓰는거에요. 근데 박스안에 재구매시 쿠폰준다는데 왜 전 못받아흘까요ㅜㅜ,5,0,0,1,2020,5,15
3815,솔도편하고 교정기에적합합니다,4,1,0,3,2020,5,15
3816,칫솔의 헤드가 일반 칫솔보다 작습니다.  저는 헤드가 작아서 오히려 쓰기가 편했는데 남편은 작다고하네요.  그리고 이중슬림모가 슬림모보다 더 부드럽습니다. 잇몸이 약하신 분들은 이중슬림모를 사용하시는게 더 좋을 듯 싶습니다.,5,0,1,7,2020,5,16
3817,칫올모가 작아서 구석구석 닦기 좋아요,5,0,1,1,2020,5,16
3818,칫솔모가 작아서 구석구석 닦기 편해요,5,0,1,1,2020,5,16
3819,굿 항상 애용하는 제품,5,0,0,2,2020,5,16
3820,입니다~~~~,3,1,0,6,2020,5,16
3821,감사합니다 잘쓸게요,5,0,0,2,2020,5,16
3822,했어요 많이파세요,4,1,1,2,2020,5,16
3823,가족들이 함께쓰고 있어요,4,1,1,1,2020,5,16
3824,늘 쓰는 제품이에요 젛아요! ㅎㅎ,5,0,0,1,2020,5,16
3825,6살 4살 아이들이 잘 사용하고 있어요~ 상자안에 낱개 포장되어있고 칫솔모에 캡이 씌여있어서 외출할때도 편해요~ 파손안되게 포장도 튼튼하고 배송도 빨라요,5,0,0,1,2020,5,16
3826,합니다 좋아요,5,1,0,1,2020,5,16
3827,항상 주문해서 쓰는제품이에요,4,1,0,2,2020,5,16
3828,제가 원하는 치솔입니다,5,0,0,2,2020,5,16
3829,했어요 많이파세요,3,1,1,2,2020,5,16
3830,4살 6살 아이들이 잘 사용해요 배송 빠르고 상자 안에 개별포장 되어있는데 칫솔모 캡도 있어서 더 위생적인거 같아 좋아요,5,0,0,2,2020,5,16
3831,적당히 탄탄하면서 개운한 느낌,4,0,0,0,2020,5,16
3832,두번째 사다쓰고있습니다 ! 부드럽고 교정용으로 너무나 좋습니다 앞으로도 계속 쓸 예정입니다!! ㅋㅋ,5,1,0,1,2020,5,16
3833,매번씁니다 너무조아여,5,0,0,1,2020,5,17
3834,매우 만족합니다  재구매100%입니다,5,0,0,2,2020,5,17
3835,늘 사용하던 제품이에요. 부드럽고 ~ 한 달에 한번씩 바꿔 쓰기 좋아요~,5,0,0,7,2020,5,17
3836,치과용 교정칫솔 여기서만 주문합니다 .칫솔모도 부드럽고 무엇보다 교정중인 딸이 다른칫솔은 못쓰겠다고하네요~,4,0,0,3,2020,5,17
3837,부드럽고 세밀하게 양치가 됩니다,5,0,0,2,2020,5,17
3838,배송도 빠르고 아직 써보진않앗지만 좋은듯요,5,0,0,7,2020,5,17
3839,생각보다 조금 모가 센거 같아서 별하나 뺐어요.. 다음엔 프리미엄 미세모로 사야겠어요..,4,0,0,1,2020,5,17
3840,기존의 칫솔을 사용할때에는 아이가 아프다고 하여 구매를 하였습니다. 바꾸고나니 아프다고 하지 안아서 잘선택하였다고 생각합니다.,5,0,0,1,2020,5,17
3841,미세모도 튼튼하고 부드러워요,5,0,0,2,2020,5,17
3842,했어요 잘쓰겠습니다,4,0,0,7,2020,5,17
3843,항상 여기구매합니다 좋아요,5,0,1,2,2020,5,17
3844,치과용칫솔이 제일잘닦이고 시원해요~,4,0,0,2,2020,5,17
3845,저번에 구매했었는데 좋아서 재 구매 했습니다.,5,0,0,2,2020,5,17
3846,꾸준히구매하고있습니다,5,1,0,2,2020,5,17
3847,배송 빠르고 칫솔 상태도 좋아요,5,0,0,7,2020,5,17
3848,빠른배송 감사합니다!! 잘쓸께요~,5,0,0,1,2020,5,17
3849,모가 부드럽고 무난하게 잘 써져요 ㅎㅎ 재구매 할 것 같아요.,5,0,1,1,2020,5,17
3850,부드럽고 잘 닦인다,5,0,0,2,2020,5,17
3851,정말 잘 닦여요 감사합니다,5,0,0,2,2020,5,17
3852,칫솔모가 부드러워서 얼마 못 쓸줄 알았는데 생각보다 훨씬 오래 칫솔모형태가 유지되네요. 만족합니다.,5,0,1,2,2020,5,18
3853,쭉 코코에서 사서 쓰고 있어요~ 개운하게 잘 닦이고 배송도 좋아요,4,0,0,2,2020,5,18
3854,배송빠르네요 칫솔도 케이스에 개별포장 깔끔해요 벌크제품으로 저렴하게 있어도 좋겠어요,5,1,0,4,2020,5,18
3855,다른거 쓰다가 다시 쓰는데 이거만한게 없네요ㅎㅎ,4,1,0,1,2020,5,18
3856,저렴하고 좋습니다. 두팩 구매하면 몇~달 동안 골라서 쓸 수 있어 편리합니다. 일반 슈퍼에서 파는 제품보다 치솔모가 미세하다는 느낌이 들어요. 가격도 저렴!,5,1,1,7,2020,5,18
3857,모가 부드러워서 너무좋아요,5,0,0,1,2020,5,18
3858,치과 칫솔이여서 그런지 양치를 하면 개운해요,5,0,0,2,2020,5,18
3859,배송도 빠르고 여러개 쟁여두기 좋아요,5,0,0,1,2020,5,18
3860,좋아요..미세모로 자극도 별로없고.. 계속쓰는제품,5,1,0,2,2020,5,18
3861,항상 쓰는제품ㅈ이예요 부드럽고 좋아요,5,0,0,1,2020,5,18
3862,쓰던 칫솔이어서 계속 주문해요 좋아요,4,0,0,7,2020,5,18
3863,잘박앗어요간사합니다,5,0,1,1,2020,5,18
3864,촘촘한 이 사이사이도 정말 잘 닦여요~. 가격대비 너무 괜찮습니다~.,5,0,0,2,2020,5,18
3865,아이가 이 닦을 때 아프다하지않고 이 사이사이 잘 닦여서 너무 좋아요~. 가격대비 완전 만족합니다~.,5,0,0,2,2020,5,18
3866,배송이 매우 빠릅니다 다쓰면 계속 구매하고있어요,5,1,0,3,2020,5,18
3867,미세모가 좋아서 구매했는데요ㅡ 좋네요 ㅋ,4,0,0,7,2020,5,18
3868,교정용칫솔 싸고 좋아요,5,0,0,1,2020,5,18
3869,배송빠르고 제품좋아요,5,0,0,2,2020,5,18
3870,늘쓰던칫솔인데 타사이트보다 더저렴하게 구매했습니당,5,0,0,2,2020,5,19
3871,교정 중인데  잘  닦여요,5,0,0,3,2020,5,19
3872,여전히 잘쓰고있습니다,5,0,1,2,2020,5,19
3873,하고 있습니다.,5,0,0,2,2020,5,19
3874,좋아요 깔끔하고 ㅎ,5,0,1,6,2020,5,19
3875,사용전이라서 별이 네개네요,4,0,0,2,2020,5,19
3876,약간 사이즈가 작게나온듯.. 그래서 어금니 구석구석 닦기좋아요,5,0,1,2,2020,5,19
3877,짱짱함 짱짱함 좋아요굿,5,0,0,2,2020,5,19
3878,칫솔모가 부드럽고 사이즈도 적당해서 남녀노소 누구나 쓰기 좋은것 같아요!,5,0,0,7,2020,5,19
3879,좋긴 한데 생각했던 것 보단 뻣뻣했어요 ㅠㅠ,4,0,1,7,2020,5,19
3880,아이들꺼 구매했어요 열심히 닦아줘야겠어요,5,0,0,2,2020,5,19
3881,"다른제품 쓰다가, 한번 바꿔봤는데 .괜찮네요.",5,0,0,7,2020,5,19
3882,만족합니다 사랑니닦는용이꼭필요해서요,5,0,0,4,2020,5,19
3883,항상 구입해서 쓰는데 최고입니다 이제 다른 칫솔은 못 쓰겠어요 잘 닦이고 치아나 잇몸에 심한 자극이 가지않아요,5,0,1,2,2020,5,19
3884,쓰던거라 주문했어용ㅎㅎ,5,0,0,7,2020,5,19
3885,큰애가 이빨이 예민해  이것만 사용하네요^^,5,0,0,7,2020,5,19
3886,가격도 저렴하고 성능은 좋고 여러개사서 여기저기 놓고 쓰고잇습니다 굳굳 2번째 구입,5,0,0,2,2020,5,19
3887,여전히 잘쓰고 있어요,5,0,1,1,2020,5,19
3888,처음구입해서 사용하는데 너무 좋아요,4,0,0,1,2020,5,19
3889,햇어요 좋아요 일반모랑 부드러운모랑 비슷한줄 알앗는데 일반모 사용하면 잇몸이 많이 붓고 상처가 나더라구요 !! 예민하신분들은 부드러운 걸로 사용하세요,5,0,0,1,2020,5,19
3890,애들주기가 편해요ㅎㅎㅎ가격도저렴하고,5,0,0,4,2020,5,19
3891,저렴하게 잘 샀어요,5,1,0,2,2020,5,19
3892,미세모라 좋긴 한데 깨운한 느낌은 부족해요,5,0,1,2,2020,5,19
3893,처음으로 구매했는데  기대했던것보다  좋아요~ 가족끼리  모두사용하고 있어요^^,4,0,0,1,2020,5,19
3894,항상 쓰는 칫솔이라 쟁여뒀어요 배송 진짜 빠르고 좋아요!,5,1,0,2,2020,5,19
3895,솔이 가늘어서 두꺼운 솔보다 부드럽게 양치가 가능합니다,5,0,0,1,2020,5,19
3896,만족해요 애들도 이쁘고 잘 닦인다고 해요,5,0,0,2,2020,5,19
3897,너무 좋습니다 재구매했습니다,5,1,0,1,2020,5,19
3898,제가 찾던 치과칫솔이네요,5,0,0,2,2020,5,20
3899,세번째 재구매에요 배송도 빠릅니다,5,0,0,2,2020,5,20
3900,예전에 치과에서 선물로 받았는데 참좋다 생각했었어요. 브러쉬부분 케이스가 있어서 더 좋구요. 가격도 괜찮구요 재구매의사 있습니다,5,0,0,7,2020,5,20
3901,사용해보고 좋으면 재구매 할께요 해드부분이 작어서 맘에 들어요~,5,0,0,1,2020,5,20
3902,늘 쓰는 제품이고 또 구매했아요&&,5,0,0,3,2020,5,20
3903,가격대비 좋으거 같음 치과칫솔 맞는듯~~,5,0,0,7,2020,5,20
3904,굿 빠르게 잘 받았어요~~~~아직 쓰기 전이지만 개운하게 잘 닦일 것 같아요~,5,0,0,2,2020,5,20
3905,배송도 빠르고 칫솔도 깔끔하게 포장되어서 왔네요~ 만족합니다,5,0,0,6,2020,5,20
3906,치과에서 받아서 쓰고 좋아서 일부러 같은 걸로 찾아서 샀어요 가격도 저렴하고 좋습니당,5,0,0,1,2020,5,20
3907,한달 사용 리뷰 : 잘 닦이고 좋음.,5,0,1,2,2020,5,20
3908,늘 쓰던 제품입니다,5,0,0,2,2020,5,20
3909,항상 칫솔은 여기서 주문합니다. 만족해요,5,0,0,1,2020,5,20
3910,빠른배송감사합니다 ㄱㅅ,5,0,0,2,2020,5,20
3911,울 딸교정하면서 사용하는 칫솔입니다,4,0,0,6,2020,5,20
3912,상품이 괜찮네요.!!,5,0,0,2,2020,5,20
3913,항상구매하는 칫솔..,5,0,1,2,2020,5,20
3914,매번 구매하는 제품입니다. 좋아요,5,1,0,7,2020,5,20
3915,매번 구매하는 제품입니다. 좋아요,5,1,0,2,2020,5,20
3916,늘쓰는 칫솔입니다.,4,0,0,2,2020,5,20
3917,꼼꼼하게  구석구석  닦을수  있어서  저는  칫솔은  여기서만  주문  해요  ~~  치과에서  예전에  거의  이제품이랑  같은  칫솔 추천 받아서  썻는데  너무  좋았거든요  지금은  치과에서 구매 할수  없지만  이젠  여기서  빠른  배송으로  칫솔을  구매 할수  있어서 대만족  입니다  ^^,5,0,0,2,2020,5,20
3918,배송빠르고 좋은거같아요.,5,0,0,1,2020,5,20
3919,배송도 빠르고 상품도 좋네요~~치과용 칫솔이 일반시중에서 파는거에 비해 사이즈나 칫솔모의 부드러움도 좋죠^^ 칫솔뚜껑도 있어 휴대하기에도 편리해요.,4,0,0,1,2020,5,20
3920,에터미로 외도 잠깐했다 다시 돌아왔습니다.,5,0,0,1,2020,5,20
3921,치과에서 받은거 써보고 좋아서 주문합니다. 크기가 작고 솔이 부드러워서 좋았어요. 이번에는 프리미엄이라 더 좋지 않을까 기대되네요 ㅎㅎ,5,0,0,2,2020,5,20
3922,쓰던거라 익숙하고 편해요,5,0,0,1,2020,5,20
3923,항상 이용하는데 너무 좋아요,5,1,0,1,2020,5,20
3924,이번엔 고급미세솔로 주문해봤어요,5,1,0,2,2020,5,20
3925,항상 사용하고 있어요~~^^만족해요,5,0,0,2,2020,5,20
3926,다른 치과칫솔 쓰다가 한번 구입해봤습니다 빠른배송이네요,5,0,0,1,2020,5,20
3927,만족합니다 늘쓰던거잘딲이네요좋슷니다칫솔,3,1,0,1,2020,5,20
3928,늘 쓰는 제품이에요 저렴한 가격에 자주 바꿔 쓸수있어 좋아요,5,0,0,2,2020,5,20
3929,배송도 빠르고 칫솔도좋아요,5,0,0,1,2020,5,21
3930,입니다~칫솔모감 부드러운면서도 견고해요 추천합니당~,5,0,0,2,2020,5,21
3931,좋아요!! 잇몸이 안좋은대 부드러워서 좋아요,5,0,0,1,2020,5,21
3932,아직 써보지는 않았는데 개별포장이라 맘에 듭니다,4,0,0,1,2020,5,21
3933,치과에서사는 미세모칫솔이랑 똑같아요 앞으로 여기서만구매할께요ㅋㅋ,5,0,0,2,2020,5,21
3934,좀 더 단댜해서 더 좋은거 같아요,5,0,0,3,2020,5,21
3935,두번째 주문해서 쓰는데 좋아요,5,0,0,1,2020,5,21
3936,잘사용하고있고만족해요,4,0,1,7,2020,5,21
3937,매번 잘쓰고 있습니다,5,0,0,2,2020,5,21
3938,배송빠르고요. 항상애요합니다.,5,0,0,1,2020,5,21
3939,교정칫솔 처음써보는데 만족합니다. 남자친구도 치과칫솔쓰고 좋다고 합니다. 다음에 또 이용할께요^^,4,0,0,0,2020,5,21
3940,리뷰보고 주문하게되었는데~~너무좋아요 . 주위분들한테도 권유하는중~~^^잇몸도 안아프고ㅡ 부드럽게 닦히고좋아용,5,0,0,1,2020,5,21
3941,항상 쓰는제품입니다,5,1,0,2,2020,5,21
3942,칫솔모가 튼튼합니다. 전에 치과에서 구매한 것보다 칫솔모가 조금더 깁니다.,4,0,0,4,2020,5,21
3943,저한테 딱맞는 인생 칫솔 찾은듯요~ 여기서 계속 구입할께요~~~~♡,5,0,0,1,2020,5,21
3944,늘 쓰던제품  좋아요...,4,1,0,2,2020,5,21
3945,기존에 쓰던 칫솔보다 훨씬 좋아요 만족,5,0,0,7,2020,5,21
3946,2년째 재구매해서 사용하고 있습니다. 칫솔모가 크지 않아 좋아요~ 미세모라 양치질도 잘되고요. 최고예요,5,0,0,2,2020,5,21
3947,아직 사용해보지 않았지만 좋을거 같아요~,5,0,0,7,2020,5,21
3948,"교정인에게 꼭 필요한 칫솔이예요 너무 부드럽지도, 또 너무 뻣뻣하지도 않아서 사용시에 굉장히 개운해요!",4,0,1,1,2020,5,21
3949,교정했을때도 항상 사용했는데 끝나고 나서도 사용하게 되네요 너무좋아용,5,0,0,4,2020,5,21
3950,생각보다 너무 딱딱해서 잇몸이 아파요,2,0,0,3,2020,5,21
3951,배송이 빠르고 품질도 굳,5,0,0,2,2020,5,21
3952,배송진짜 빨라요!! 모는좀 쎈거같아요,4,0,0,2,2020,5,21
3953,치과에서 파는거 써보고 이것만사네요,5,0,0,7,2020,5,21
3954,두번째 주문했어요~~,5,0,0,2,2020,5,21
3955,사용하기 좋아보입니다.,4,0,0,1,2020,5,21
3956,늘 쓰는 칫솔이에요. 정말 가격대비 이렇게 좋은 칫솔 없는거 같아요. 추천합니다👍,5,0,0,3,2020,5,21
3957,기존에는 나름 이름있는 칫솔을 썼어요.. 근데 왜인지 잇몸이 자꾸 아프더라구요.. 몇년을 쓰고 결국 잇몸 망가졌네요ㅠ 이제야 깨닫고 새칫솔 구입했습니다. 치과에서 준 칫솔 한번 검색했더니 나와서 놀랬네요ㅎ 한번 써보니 잘맞는것 같아요! 아이들꺼까지 구입하고 잘 써보겠습니다.,5,0,0,2,2020,5,21
3958,항상 사용하는 제품이예요,5,1,0,2,2020,5,21
3959,몇년을 이중슬림모만 쓰다가 신랑이 강한모 구매해보래서 사봤는데 역시 이중슬림모가 최고네요 다시 주문해야겠어요 ㅠㅠ,4,0,0,3,2020,5,21
3960,늘 재구매합니다. 좋아요~~^^,5,0,0,1,2020,5,21
3961,우리 딸아이가좋아합니다,4,0,0,1,2020,5,21
3962,배송도 빨랐고 꼼꼼한 포장은 기본이구요. 교정 시작으로 선물용 ㅋㅋㅋ 칫솔 ~~ 후좋다는 후기가 많아 구입했어요. 써 보고 재구매시 또 남길께요,5,0,0,6,2020,5,21
3963,다른 칫과용칫솔 쓰다 처음구매,5,0,0,2,2020,5,21
3964,전에 쓰던 칫솔이랑 비슷해서 시켜봤는데 이것도 좋네요. 양치하고 나면 개운합니다.,5,0,0,2,2020,5,21
3965,헤드가 좀 더 작았으면 하는 바램이있어요^^ 가격 저렴해 잘 쓰고 있어요!,4,0,0,6,2020,5,21
3966,늘 이거만 사용해요 좋습니다,5,1,1,2,2020,5,22
3967,저렴하게 잘샀고 빼송도 빨라요,4,1,0,3,2020,5,22
3968,좋아요깨끗이잘닦여요,5,0,1,7,2020,5,22
3969,배송빠르고좋아요 아주,4,0,0,1,2020,5,22
3970,배송도 빠르고 칫솔모가 얇아서 좋아요,5,0,0,1,2020,5,22
3971,부드럽고 촘촘하고 좋아요 😀,5,0,0,2,2020,5,22
3972,항상 이거만 써요 젛아요,5,1,1,1,2020,5,22
3973,전에  쓰던거라 다시 구입해요 처음에 쓸땐 몰랐는데  다른거랑 비교해보니 저한테 맞는거 같아요  부드러움 보다는 단단한편인데 전 이게 맞더라구요~,5,0,0,2,2020,5,22
3974,칫솔모 빳빳하니 너무 좋아요~,5,0,0,3,2020,5,22
3975,예전에 구매했다 좋아서 또구매해요,5,0,0,2,2020,5,22
3976,아이들 쓰기에 괜찮은거같아요,4,0,0,2,2020,5,22
3977,칫솔모가 크지않고 부드러워서 구매했어요. 좋아요~,5,0,0,2,2020,5,22
3978,마음에 들어요 굳ㅋㅋ,5,0,0,7,2020,5,22
